dataset,variable,label,description
Network Survey Wave 4 (Fall 2012),alter11rel_sq002_sq019_4,alter11.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq003_sq019_4,alter11.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq004_sq019_4,alter11.rel_SQ004_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq005_sq019_4,alter11.rel_SQ005_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq006_sq019_4,alter11.rel_SQ006_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq007_sq019_4,alter11.rel_SQ007_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq008_sq019_4,alter11.rel_SQ008_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter11rel_sq009_sq019_4,alter11.rel_SQ009_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq001_sq019_4,alter12.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq002_sq019_4,alter12.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq003_sq019_4,alter12.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq004_sq019_4,alter12.rel_SQ004_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq005_sq019_4,alter12.rel_SQ005_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq006_sq019_4,alter12.rel_SQ006_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq007_sq019_4,alter12.rel_SQ007_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter12rel_sq008_sq019_4,alter12.rel_SQ008_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq001_sq019_4,alter13.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq002_sq019_4,alter13.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq003_sq019_4,alter13.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq004_sq019_4,alter13.rel_SQ004_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq005_sq019_4,alter13.rel_SQ005_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq006_sq019_4,alter13.rel_SQ006_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter13rel_sq007_sq019_4,alter13.rel_SQ007_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter14rel_sq001_sq019_4,alter14.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter14rel_sq002_sq019_4,alter14.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter14rel_sq003_sq019_4,alter14.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter14rel_sq004_sq019_4,alter14.rel_SQ004_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter14rel_sq005_sq019_4,alter14.rel_SQ005_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter14rel_sq006_sq019_4,alter14.rel_SQ006_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter15rel_sq001_sq019_4,alter15.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter15rel_sq002_sq019_4,alter15.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter15rel_sq003_sq019_4,alter15.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter15rel_sq004_sq019_4,alter15.rel_SQ004_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter15rel_sq005_sq019_4,alter15.rel_SQ005_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter16rel_sq001_sq019_4,alter16.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter16rel_sq002_sq019_4,alter16.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter16rel_sq003_sq019_4,alter16.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter16rel_sq004_sq019_4,alter16.rel_SQ004_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter17rel_sq001_sq019_4,alter17.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter17rel_sq002_sq019_4,alter17.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter17rel_sq003_sq019_4,alter17.rel_SQ003_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter18rel_sq001_sq019_4,alter18.rel_SQ001_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter18rel_sq002_sq019_4,alter18.rel_SQ002_SQ019,NA
Network Survey Wave 4 (Fall 2012),alter19rel_sq001_sq001_4,alter19.rel_SQ001_SQ001,NA
Network Survey Wave 4 (Fall 2012),position_4,Position listed in survey,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl002_4,Alter.music_cl002,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl002_4,Alter.movies_cl002,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl002_4,Alter.books_cl002,NA
Network Survey Wave 4 (Fall 2012),altersports_cl002_4,Alter.sports_cl002,NA
Network Survey Wave 4 (Fall 2012),altergames_cl002_4,Alter.games_cl002,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl002_4,Alter.outdoor_cl002,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl003_4,Alter.music_cl003,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl003_4,Alter.movies_cl003,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl003_4,Alter.books_cl003,NA
Network Survey Wave 4 (Fall 2012),altersports_cl003_4,Alter.sports_cl003,NA
Network Survey Wave 4 (Fall 2012),altergames_cl003_4,Alter.games_cl003,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl003_4,Alter.outdoor_cl003,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl004_4,Alter.music_cl004,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl004_4,Alter.movies_cl004,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl004_4,Alter.books_cl004,NA
Network Survey Wave 4 (Fall 2012),altersports_cl004_4,Alter.sports_cl004,NA
Network Survey Wave 4 (Fall 2012),altergames_cl004_4,Alter.games_cl004,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl004_4,Alter.outdoor_cl004,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl005_4,Alter.music_cl005,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl005_4,Alter.movies_cl005,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl005_4,Alter.books_cl005,NA
Network Survey Wave 4 (Fall 2012),altersports_cl005_4,Alter.sports_cl005,NA
Network Survey Wave 4 (Fall 2012),altergames_cl005_4,Alter.games_cl005,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl005_4,Alter.outdoor_cl005,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl006_4,Alter.music_cl006,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl006_4,Alter.movies_cl006,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl006_4,Alter.books_cl006,NA
Network Survey Wave 4 (Fall 2012),altersports_cl006_4,Alter.sports_cl006,NA
Network Survey Wave 4 (Fall 2012),altergames_cl006_4,Alter.games_cl006,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl006_4,Alter.outdoor_cl006,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl007_4,Alter.music_cl007,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl007_4,Alter.movies_cl007,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl007_4,Alter.books_cl007,NA
Network Survey Wave 4 (Fall 2012),altersports_cl007_4,Alter.sports_cl007,NA
Network Survey Wave 4 (Fall 2012),altergames_cl007_4,Alter.games_cl007,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl007_4,Alter.outdoor_cl007,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl008_4,Alter.music_cl008,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl008_4,Alter.movies_cl008,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl008_4,Alter.books_cl008,NA
Network Survey Wave 4 (Fall 2012),altersports_cl008_4,Alter.sports_cl008,NA
Network Survey Wave 4 (Fall 2012),altergames_cl008_4,Alter.games_cl008,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl008_4,Alter.outdoor_cl008,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl009_4,Alter.music_cl009,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl009_4,Alter.movies_cl009,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl009_4,Alter.books_cl009,NA
Network Survey Wave 4 (Fall 2012),altersports_cl009_4,Alter.sports_cl009,NA
Network Survey Wave 4 (Fall 2012),altergames_cl009_4,Alter.games_cl009,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl009_4,Alter.outdoor_cl009,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl010_4,Alter.music_cl010,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl010_4,Alter.movies_cl010,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl010_4,Alter.books_cl010,NA
Network Survey Wave 4 (Fall 2012),altersports_cl010_4,Alter.sports_cl010,NA
Network Survey Wave 4 (Fall 2012),altergames_cl010_4,Alter.games_cl010,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl010_4,Alter.outdoor_cl010,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl011_4,Alter.music_cl011,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl011_4,Alter.movies_cl011,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl011_4,Alter.books_cl011,NA
Network Survey Wave 4 (Fall 2012),altersports_cl011_4,Alter.sports_cl011,NA
Network Survey Wave 4 (Fall 2012),altergames_cl011_4,Alter.games_cl011,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl011_4,Alter.outdoor_cl011,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl012_4,Alter.music_cl012,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl012_4,Alter.movies_cl012,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl012_4,Alter.books_cl012,NA
Network Survey Wave 4 (Fall 2012),altersports_cl012_4,Alter.sports_cl012,NA
Network Survey Wave 4 (Fall 2012),altergames_cl012_4,Alter.games_cl012,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl012_4,Alter.outdoor_cl012,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl013_4,Alter.music_cl013,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl013_4,Alter.movies_cl013,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl013_4,Alter.books_cl013,NA
Network Survey Wave 4 (Fall 2012),altersports_cl013_4,Alter.sports_cl013,NA
Network Survey Wave 4 (Fall 2012),altergames_cl013_4,Alter.games_cl013,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl013_4,Alter.outdoor_cl013,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl014_4,Alter.music_cl014,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl014_4,Alter.movies_cl014,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl014_4,Alter.books_cl014,NA
Network Survey Wave 4 (Fall 2012),altersports_cl014_4,Alter.sports_cl014,NA
Network Survey Wave 4 (Fall 2012),altergames_cl014_4,Alter.games_cl014,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl014_4,Alter.outdoor_cl014,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl015_4,Alter.music_cl015,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl015_4,Alter.movies_cl015,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl015_4,Alter.books_cl015,NA
Network Survey Wave 4 (Fall 2012),altersports_cl015_4,Alter.sports_cl015,NA
Network Survey Wave 4 (Fall 2012),altergames_cl015_4,Alter.games_cl015,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl015_4,Alter.outdoor_cl015,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl016_4,Alter.music_cl016,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl016_4,Alter.movies_cl016,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl016_4,Alter.books_cl016,NA
Network Survey Wave 4 (Fall 2012),altersports_cl016_4,Alter.sports_cl016,NA
Network Survey Wave 4 (Fall 2012),altergames_cl016_4,Alter.games_cl016,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl016_4,Alter.outdoor_cl016,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl017_4,Alter.music_cl017,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl017_4,Alter.movies_cl017,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl017_4,Alter.books_cl017,NA
Network Survey Wave 4 (Fall 2012),altersports_cl017_4,Alter.sports_cl017,NA
Network Survey Wave 4 (Fall 2012),altergames_cl017_4,Alter.games_cl017,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl017_4,Alter.outdoor_cl017,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl018_4,Alter.music_cl018,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl018_4,Alter.movies_cl018,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl018_4,Alter.books_cl018,NA
Network Survey Wave 4 (Fall 2012),altersports_cl018_4,Alter.sports_cl018,NA
Network Survey Wave 4 (Fall 2012),altergames_cl018_4,Alter.games_cl018,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl018_4,Alter.outdoor_cl018,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl019_4,Alter.music_cl019,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl019_4,Alter.movies_cl019,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl019_4,Alter.books_cl019,NA
Network Survey Wave 4 (Fall 2012),altersports_cl019_4,Alter.sports_cl019,NA
Network Survey Wave 4 (Fall 2012),altergames_cl019_4,Alter.games_cl019,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl019_4,Alter.outdoor_cl019,NA
Network Survey Wave 4 (Fall 2012),altermusic_cl020_4,Alter.music_cl020,NA
Network Survey Wave 4 (Fall 2012),altermovies_cl020_4,Alter.movies_cl020,NA
Network Survey Wave 4 (Fall 2012),alterbooks_cl020_4,Alter.books_cl020,NA
Network Survey Wave 4 (Fall 2012),altersports_cl020_4,Alter.sports_cl020,NA
Network Survey Wave 4 (Fall 2012),altergames_cl020_4,Alter.games_cl020,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_cl020_4,Alter.outdoor_cl020,NA
Network Survey Wave 4 (Fall 2012),survey_4,Survey,NA
Network Survey Wave 4 (Fall 2012),sender,Study Participant's Number,NA
Network Survey Wave 4 (Fall 2012),ndemail_4,ND Email,NA
Network Survey Wave 4 (Fall 2012),secondemail_4,Secondary Emails,NA
Network Survey Wave 4 (Fall 2012),v6_4,NA,NA
Network Survey Wave 4 (Fall 2012),v7_4,NA,NA
Network Survey Wave 4 (Fall 2012),Dorm_4,NA,NA
Network Survey Wave 4 (Fall 2012),altername,Alter Name,NA
Network Survey Wave 4 (Fall 2012),duration_4,"Duration of Relationship, in Years",NA
Network Survey Wave 4 (Fall 2012),emotionloving_4,Loving,NA
Network Survey Wave 4 (Fall 2012),emotionexciting_4,Exciting,NA
Network Survey Wave 4 (Fall 2012),emotionsignificant_4,Significant,NA
Network Survey Wave 4 (Fall 2012),notredamerelation_4,Relationship to Notre Dame,NA
Network Survey Wave 4 (Fall 2012),socialcontextOffcampus_4,Interact off campus,NA
Network Survey Wave 4 (Fall 2012),socialcontextInclass_4,Interact in class,NA
Network Survey Wave 4 (Fall 2012),socialcontextOutsideclass_4,Interact outside of class,NA
Network Survey Wave 4 (Fall 2012),socialcontextDormroom_4,Interact Your/Their dormroom,NA
Network Survey Wave 4 (Fall 2012),socialcontextDorm_4,Interact in the dorm,NA
Network Survey Wave 4 (Fall 2012),socialcontextReligious_4,Interact at religious event,NA
Network Survey Wave 4 (Fall 2012),socialcontextHome_4,Interact at home,NA
Network Survey Wave 4 (Fall 2012),socialcontext_clubteam_4,Interact through club or team,NA
Network Survey Wave 4 (Fall 2012),socialcontextWork_4,Interact at work,NA
Network Survey Wave 4 (Fall 2012),socialcontextTextcalling_4,Interact through text or calling,NA
Network Survey Wave 4 (Fall 2012),socialcontextInternet_4,Interact through the internet,NA
Network Survey Wave 4 (Fall 2012),socialcontextCulturalathletic_4,Interact through cultural or athletic event,NA
Network Survey Wave 4 (Fall 2012),socialcontextOther_4,Interact Other,NA
Network Survey Wave 4 (Fall 2012),alterother_4,Relationship type other,NA
Network Survey Wave 4 (Fall 2012),receiver_string,Phone Number,NA
Network Survey Wave 4 (Fall 2012),receiver,Phone Number,NA
Network Survey Wave 4 (Fall 2012),email_4,Email,NA
Network Survey Wave 4 (Fall 2012),freqsummer2012_4,Frequency of interaction during Spring 2012,NA
Network Survey Wave 4 (Fall 2012),closeness_4,Closeness,NA
Network Survey Wave 4 (Fall 2012),sameactivities1_4,Does Activity 1,NA
Network Survey Wave 4 (Fall 2012),sameactivities2_4,Does actiivty 2,NA
Network Survey Wave 4 (Fall 2012),sameactivities3_4,Does activity 3,NA
Network Survey Wave 4 (Fall 2012),sameactivities4_4,Does Activity 4,NA
Network Survey Wave 4 (Fall 2012),sameactivities5_4,Does Activity 5,NA
Network Survey Wave 4 (Fall 2012),altermusic_4,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 4 (Fall 2012),altermovies_4,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 4 (Fall 2012),alterbooks_4,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 4 (Fall 2012),altersports_4,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 4 (Fall 2012),altergames_4,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 4 (Fall 2012),alteroutdoor_4,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 4 (Fall 2012),gender_4,Gender,NA
Network Survey Wave 4 (Fall 2012),reltype_4,Relationship Type,NA
Network Survey Wave 4 (Fall 2012),subjectivesimilar_4,Ego's perception of similarity to alter,NA
Network Survey Wave 4 (Fall 2012),duplicate,NA,NA
Network Survey Wave 4 (Fall 2012),duplicate_name_4,NA,NA
Network Survey Wave 4 (Fall 2012),duplicate_number_4,NA,NA
Network Survey Wave 5 (Winter 2013),sender,Study Participant's Number,NA
Network Survey Wave 5 (Winter 2013),position_5,Position listed in survey,NA
Network Survey Wave 5 (Winter 2013),altername,Alter Name,NA
Network Survey Wave 5 (Winter 2013),receiver_string,Phone Number,NA
Network Survey Wave 5 (Winter 2013),receiver,Phone Number,NA
Network Survey Wave 5 (Winter 2013),email_5,Email,NA
Network Survey Wave 5 (Winter 2013),freqfall2012_5,Frequency of interaction during Spring 2012,NA
Network Survey Wave 5 (Winter 2013),closeness_5,Closeness,NA
Network Survey Wave 5 (Winter 2013),duration_5,"Duration of Relationship, in Years",NA
Network Survey Wave 5 (Winter 2013),emotionloving_5,Loving,NA
Network Survey Wave 5 (Winter 2013),emotionexciting_5,Exciting,NA
Network Survey Wave 5 (Winter 2013),emotionsignificant_5,Significant,NA
Network Survey Wave 5 (Winter 2013),notredamerelation_5,Relationship to Notre Dame,NA
Network Survey Wave 5 (Winter 2013),socialcontextOffcampus_5,Interact off campus,NA
Network Survey Wave 5 (Winter 2013),socialcontextInclass_5,Interact in class,NA
Network Survey Wave 5 (Winter 2013),socialcontextOutsideclass_5,Interact outside of class,NA
Network Survey Wave 5 (Winter 2013),socialcontextDormroom_5,Interact Your/Their dormroom,NA
Network Survey Wave 5 (Winter 2013),socialcontextDorm_5,Interact in the dorm,NA
Network Survey Wave 5 (Winter 2013),socialcontextReligious_5,Interact at religious event,NA
Network Survey Wave 5 (Winter 2013),socialcontextHome_5,Interact at home,NA
Network Survey Wave 5 (Winter 2013),socialcontextClubteam_5,Interact through club or team,NA
Network Survey Wave 5 (Winter 2013),activitiesact01_5,5.activities [act01],NA
Network Survey Wave 5 (Winter 2013),activitiesact02_5,5.activities [act02],NA
Network Survey Wave 5 (Winter 2013),activitiesact03_5,5.activities [act03],NA
Network Survey Wave 5 (Winter 2013),activitiesact04_5,5.activities [act04],NA
Network Survey Wave 5 (Winter 2013),activitiesact05_5,5.activities [act05],NA
Network Survey Wave 5 (Winter 2013),sameactivities1_5,Does Activity 1,NA
Network Survey Wave 5 (Winter 2013),sameactivities2_5,Does actiivty 2,NA
Network Survey Wave 5 (Winter 2013),sameactivities3_5,Does activity 3,NA
Network Survey Wave 5 (Winter 2013),sameactivities4_5,Does Activity 4,NA
Network Survey Wave 5 (Winter 2013),sameactivities5_5,Does Activity 5,NA
Network Survey Wave 5 (Winter 2013),altermusic_5,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 5 (Winter 2013),altermovies_5,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 5 (Winter 2013),alterbooks_5,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 5 (Winter 2013),altersports_5,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 5 (Winter 2013),altergames_5,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 5 (Winter 2013),alteroutdoor_5,1 | 2 | 3 | 4 | 5,NA
Network Survey Wave 5 (Winter 2013),classtogether_5,1 | 2 | 3,NA
Network Survey Wave 5 (Winter 2013),alter10relsq001_sq019_5,alter10.rel [SQ001_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq002_sq019_5,alter10.rel [SQ002_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq003_sq019_5,alter10.rel [SQ003_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq004_sq019_5,alter10.rel [SQ004_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq005_sq019_5,alter10.rel [SQ005_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq006_sq019_5,alter10.rel [SQ006_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq007_sq019_5,alter10.rel [SQ007_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq008_sq019_5,alter10.rel [SQ008_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq009_sq019_5,alter10.rel [SQ009_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter10relsq010_sq019_5,alter10.rel [SQ010_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq001_sq019_5,alter11.rel [SQ001_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq002_sq019_5,alter11.rel [SQ002_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq003_sq019_5,alter11.rel [SQ003_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq004_sq019_5,alter11.rel [SQ004_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq005_sq019_5,alter11.rel [SQ005_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq006_sq019_5,alter11.rel [SQ006_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq007_sq019_5,alter11.rel [SQ007_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq008_sq019_5,alter11.rel [SQ008_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter11relsq009_sq019_5,alter11.rel [SQ009_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq001_sq019_5,alter12.rel [SQ001_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq002_sq019_5,alter12.rel [SQ002_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq003_sq019_5,alter12.rel [SQ003_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq004_sq019_5,alter12.rel [SQ004_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq005_sq019_5,alter12.rel [SQ005_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq006_sq019_5,alter12.rel [SQ006_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq007_sq019_5,alter12.rel [SQ007_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter12relsq008_sq019_5,alter12.rel [SQ008_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq001_sq019_5,alter13.rel [SQ001_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq002_sq019_5,alter13.rel [SQ002_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq003_sq019_5,alter13.rel [SQ003_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq004_sq019_5,alter13.rel [SQ004_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq005_sq019_5,alter13.rel [SQ005_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq006_sq019_5,alter13.rel [SQ006_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter13relsq007_sq019_5,alter13.rel [SQ007_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter14relsq001_sq019_5,alter14.rel [SQ001_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter14relsq002_sq019_5,alter14.rel [SQ002_SQ019],NA
Network Survey Wave 5 (Winter 2013),alter14relsq003_sq019_5,alter14.rel [SQ003_SQ019],NA
